,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
33,2013-04-02,Nhil,11.7,23.8,0.0,nan,nan,S,44.0,WNW,WSW,13.0,26.0,84.0,46.0,1020.1,1018.8,nan,nan,14.9,23.6,No,0.2,No
34,2013-04-03,Nhil,5.1,20.5,0.2,nan,nan,SSE,44.0,S,SSE,13.0,24.0,91.0,35.0,1026.5,1024.7,nan,nan,8.4,19.3,No,0.0,No
35,2013-04-04,Nhil,4.6,23.9,0.0,nan,nan,ESE,33.0,SSE,ESE,13.0,17.0,84.0,30.0,1028.3,1025.9,nan,nan,8.1,22.1,No,0.0,No
36,2013-04-05,Nhil,8.0,28.4,0.0,nan,nan,ENE,41.0,E,NE,31.0,19.0,66.0,27.0,1027.4,1024.2,nan,nan,14.1,26.8,No,0.0,No
37,2013-04-06,Nhil,14.1,31.1,0.0,nan,nan,NNW,31.0,ENE,NNW,17.0,11.0,60.0,23.0,1023.5,1019.6,nan,nan,16.6,29.5,No,0.0,No
38,2013-04-07,Nhil,12.0,30.1,0.0,nan,nan,SSW,33.0,ENE,W,7.0,17.0,39.0,25.0,1022.1,1019.1,nan,nan,20.6,29.3,No,0.0,No
39,2013-04-08,Nhil,10.6,27.4,0.0,nan,nan,SE,33.0,SSE,SW,17.0,15.0,71.0,24.0,1025.2,1022.3,nan,nan,14.9,26.7,No,0.0,No
40,2013-04-09,Nhil,9.1,28.0,0.0,nan,nan,SW,28.0,SE,SSE,17.0,7.0,73.0,27.0,1025.9,1021.9,nan,nan,16.8,26.9,No,0.0,No
41,2013-04-10,Nhil,8.9,28.8,0.0,nan,nan,SSW,30.0,SE,WSW,9.0,9.0,60.0,13.0,1023.4,1020.2,nan,nan,18.9,28.2,No,0.0,No
42,2013-04-11,Nhil,10.3,28.7,0.0,nan,nan,S,33.0,SE,SW,11.0,11.0,42.0,29.0,1024.0,1021.6,nan,nan,19.3,27.0,No,0.0,No
43,2013-04-12,Nhil,13.6,30.4,0.0,nan,nan,NNW,28.0,ENE,N,15.0,13.0,57.0,21.0,1022.9,1017.4,nan,nan,19.2,29.5,No,0.0,No
44,2013-04-13,Nhil,17.2,25.4,0.0,nan,nan,W,41.0,NW,W,26.0,24.0,28.0,38.0,1013.6,1012.0,nan,nan,22.0,24.3,No,0.0,No
45,2013-04-14,Nhil,12.7,23.8,0.0,nan,nan,WSW,44.0,S,WSW,11.0,28.0,78.0,50.0,1012.8,1010.0,nan,nan,15.5,21.0,No,0.0,No
46,2013-04-15,Nhil,8.1,20.6,0.0,nan,nan,SSW,44.0,nan,SW,0.0,19.0,88.0,35.0,1014.5,1013.1,nan,nan,13.0,19.9,No,0.0,No
47,2013-04-16,Nhil,3.5,19.9,0.0,nan,nan,S,30.0,S,SSE,6.0,20.0,74.0,31.0,1019.5,1016.3,nan,nan,9.6,19.2,No,0.0,No
48,2013-04-17,Nhil,6.6,20.8,0.0,nan,nan,SSW,35.0,SSE,S,6.0,20.0,68.0,30.0,1018.7,1016.3,nan,nan,11.5,19.9,No,0.0,No
49,2013-04-18,Nhil,6.9,22.0,0.0,nan,nan,S,48.0,S,S,9.0,26.0,93.0,35.0,1021.8,1020.5,nan,nan,11.3,20.3,No,0.0,No
50,2013-04-19,Nhil,2.2,18.5,0.0,nan,nan,SE,41.0,SSE,SSE,17.0,22.0,69.0,25.0,1027.6,1024.0,nan,nan,9.1,17.8,No,0.0,No
51,2013-04-20,Nhil,4.1,20.3,0.0,nan,nan,E,33.0,ESE,NE,24.0,15.0,64.0,28.0,1022.8,1017.7,nan,nan,11.3,19.3,No,0.0,No
52,2013-04-21,Nhil,5.6,17.4,0.0,nan,nan,NNW,61.0,NE,N,13.0,15.0,48.0,81.0,1011.1,1006.5,nan,nan,11.2,10.3,No,9.8,Yes
53,2013-04-22,Nhil,9.9,19.4,9.8,nan,nan,NW,43.0,WNW,NW,15.0,28.0,86.0,64.0,1009.0,1008.4,nan,nan,12.6,18.0,Yes,0.4,No
54,2013-04-23,Nhil,8.0,17.4,0.4,nan,nan,SSW,35.0,SW,WSW,13.0,20.0,84.0,55.0,1017.4,1017.3,nan,nan,11.7,16.1,No,0.0,No
55,2013-04-24,Nhil,9.8,19.8,0.0,nan,nan,W,37.0,WNW,SW,13.0,9.0,77.0,71.0,1021.2,1018.9,nan,nan,12.8,17.3,No,1.2,Yes
56,2013-04-25,Nhil,9.6,20.8,1.2,nan,nan,WNW,54.0,NW,W,20.0,33.0,90.0,44.0,1022.8,1021.2,nan,nan,12.7,20.5,Yes,0.0,No
57,2013-04-26,Nhil,11.9,22.6,0.0,nan,nan,W,33.0,WNW,W,17.0,17.0,94.0,51.0,1024.7,1022.4,nan,nan,14.4,22.0,No,0.0,No
58,2013-04-27,Nhil,12.5,27.8,0.0,nan,nan,NW,59.0,N,NNW,24.0,33.0,58.0,20.0,1018.3,1012.3,nan,nan,16.7,27.3,No,0.0,No
59,2013-04-28,Nhil,13.9,18.6,0.0,nan,nan,WNW,33.0,SW,WSW,22.0,19.0,78.0,57.0,1016.9,1017.1,nan,nan,15.5,18.0,No,0.0,No
60,2013-04-29,Nhil,12.2,19.1,0.0,nan,nan,W,30.0,nan,WNW,0.0,11.0,65.0,39.0,1024.9,1024.0,nan,nan,13.6,18.5,No,0.0,No
61,2013-04-30,Nhil,7.9,19.9,0.0,nan,nan,NE,24.0,ENE,NW,17.0,7.0,62.0,36.0,1026.1,1022.7,nan,nan,12.5,19.4,No,0.0,No
62,2013-05-01,Nhil,7.7,20.3,0.0,nan,nan,SW,50.0,SW,SW,7.0,37.0,79.0,39.0,1024.4,1022.9,nan,nan,11.2,18.8,No,0.0,No
63,2013-05-02,Nhil,0.5,18.4,0.0,nan,nan,NE,31.0,ESE,NNE,11.0,9.0,73.0,31.0,1029.0,1025.4,nan,nan,9.7,17.8,No,0.0,No
64,2013-05-03,Nhil,5.4,22.4,0.0,nan,nan,NNW,41.0,NNE,N,15.0,24.0,51.0,21.0,1021.5,1016.1,nan,nan,9.7,21.8,No,0.0,No
65,2013-05-04,Nhil,6.9,17.4,0.0,nan,nan,SSE,43.0,SSE,SSE,19.0,20.0,65.0,33.0,1027.3,1025.1,nan,nan,10.8,16.6,No,0.0,No
66,2013-05-05,Nhil,0.5,16.9,0.0,nan,nan,SE,31.0,SE,ESE,7.0,13.0,77.0,35.0,1027.9,1024.3,nan,nan,7.9,16.1,No,0.0,No
67,2013-05-06,Nhil,7.8,12.2,0.0,nan,nan,E,33.0,E,E,9.0,13.0,66.0,69.0,1026.1,1023.0,nan,nan,9.5,11.8,No,1.2,Yes
68,2013-05-07,Nhil,8.4,23.9,1.2,nan,nan,NE,31.0,ENE,NE,19.0,17.0,70.0,28.0,1023.8,1021.4,nan,nan,10.9,23.5,Yes,0.0,No
69,2013-05-08,Nhil,8.8,26.3,0.0,nan,nan,ENE,31.0,ENE,NNE,20.0,11.0,75.0,27.0,1026.7,1023.8,nan,nan,11.9,25.9,No,0.0,No
70,2013-05-09,Nhil,9.6,27.9,0.0,nan,nan,NNE,37.0,ENE,N,17.0,13.0,66.0,24.0,1028.3,1025.5,nan,nan,14.8,27.3,No,0.0,No
71,2013-05-10,Nhil,12.0,26.3,0.0,nan,nan,N,33.0,NE,N,19.0,17.0,66.0,26.0,1028.4,1024.8,nan,nan,13.7,25.4,No,0.0,No
72,2013-05-11,Nhil,12.6,26.3,0.0,nan,nan,NNW,44.0,NNE,N,13.0,19.0,47.0,23.0,1025.0,1020.0,nan,nan,16.5,25.1,No,0.0,No
73,2013-05-12,Nhil,12.6,16.9,0.0,nan,nan,WSW,37.0,NNW,N,11.0,20.0,80.0,82.0,1018.4,1015.3,nan,nan,13.2,16.2,No,8.4,Yes
74,2013-05-13,Nhil,6.6,13.8,8.4,nan,nan,WSW,52.0,W,W,26.0,30.0,83.0,57.0,1015.4,1014.9,nan,nan,9.4,12.2,Yes,0.8,No
75,2013-05-14,Nhil,4.9,14.6,0.8,nan,nan,SSW,43.0,NNW,WNW,15.0,26.0,88.0,56.0,1013.6,1010.9,nan,nan,7.8,14.4,No,3.8,Yes
76,2013-05-15,Nhil,7.7,15.8,3.8,nan,nan,WSW,65.0,WNW,WSW,22.0,37.0,89.0,69.0,1010.3,1007.8,nan,nan,10.7,14.3,Yes,1.8,Yes
77,2013-05-16,Nhil,7.1,17.3,1.8,nan,nan,WSW,43.0,W,W,17.0,31.0,86.0,52.0,1013.2,1012.6,nan,nan,9.6,16.1,Yes,0.0,No
78,2013-05-17,Nhil,4.8,14.9,0.0,nan,nan,SW,30.0,WNW,WSW,7.0,19.0,93.0,60.0,1019.3,1017.7,nan,nan,8.4,14.3,No,0.0,No
79,2013-05-18,Nhil,4.6,14.7,0.0,nan,nan,WSW,26.0,W,WSW,6.0,19.0,93.0,59.0,1020.3,1018.2,nan,nan,6.7,14.2,No,0.2,No
80,2013-05-19,Nhil,3.5,19.1,0.2,nan,nan,SW,59.0,WSW,NNW,2.0,20.0,93.0,43.0,1020.4,1016.1,nan,nan,8.2,18.4,No,0.4,No
81,2013-05-20,Nhil,6.6,15.6,0.4,nan,nan,W,26.0,NNW,W,13.0,17.0,79.0,78.0,1016.8,1015.4,nan,nan,9.9,14.7,No,4.8,Yes
82,2013-05-21,Nhil,6.3,14.8,4.8,nan,nan,ENE,35.0,ENE,ENE,15.0,20.0,87.0,66.0,1017.8,1014.2,nan,nan,8.2,14.3,Yes,1.4,Yes
83,2013-05-22,Nhil,8.1,12.9,1.4,nan,nan,ENE,31.0,E,E,20.0,19.0,90.0,82.0,1011.2,1010.1,nan,nan,8.8,11.9,Yes,2.0,Yes
84,2013-05-23,Nhil,4.8,16.6,2.0,nan,nan,SE,39.0,SSE,SSE,15.0,24.0,93.0,49.0,1020.9,1020.6,nan,nan,6.7,16.3,Yes,0.0,No
85,2013-05-24,Nhil,2.2,17.0,0.0,nan,nan,WSW,31.0,SW,WSW,7.0,22.0,92.0,62.0,1026.8,1025.2,nan,nan,6.0,16.5,No,0.0,No
86,2013-05-25,Nhil,5.8,18.4,0.0,nan,nan,W,41.0,WNW,WSW,11.0,17.0,90.0,55.0,1028.6,1026.7,nan,nan,10.4,17.9,No,0.4,No
87,2013-05-26,Nhil,6.6,14.8,0.4,nan,nan,S,31.0,NW,SSW,7.0,17.0,94.0,64.0,1030.7,1028.9,nan,nan,9.4,14.3,No,0.0,No
88,2013-05-27,Nhil,8.4,16.0,0.0,nan,nan,E,22.0,SSE,NE,6.0,6.0,93.0,54.0,1031.0,1028.5,nan,nan,10.4,14.9,No,0.0,No
89,2013-05-28,Nhil,5.7,16.3,0.0,nan,nan,ENE,20.0,ENE,ENE,9.0,11.0,86.0,54.0,1028.4,1024.7,nan,nan,7.6,15.9,No,0.0,No
90,2013-05-29,Nhil,6.6,18.1,0.0,nan,nan,N,28.0,NNE,N,9.0,13.0,79.0,42.0,1024.4,1021.0,nan,nan,8.2,17.5,No,1.0,No
91,2013-05-30,Nhil,8.2,17.3,1.0,nan,nan,NNE,30.0,N,N,15.0,17.0,84.0,76.0,1021.6,1019.5,nan,nan,12.8,17.0,No,0.8,No
92,2013-05-31,Nhil,12.7,14.9,0.8,nan,nan,NNE,28.0,NNE,NE,11.0,15.0,94.0,91.0,1021.1,1018.6,nan,nan,13.2,14.6,No,14.4,Yes
93,2013-06-01,Nhil,13.2,15.5,14.4,nan,nan,S,50.0,NW,SE,7.0,20.0,93.0,91.0,1013.3,1010.4,nan,nan,13.8,14.4,Yes,11.2,Yes
94,2013-06-02,Nhil,8.0,15.5,11.2,nan,nan,S,46.0,SSW,SSW,24.0,22.0,85.0,70.0,1021.2,1022.4,nan,nan,9.9,14.7,Yes,0.0,No
95,2013-06-03,Nhil,8.6,14.9,0.0,nan,nan,S,31.0,WSW,S,17.0,17.0,93.0,69.0,1027.5,1026.5,nan,nan,10.9,14.1,No,0.0,No
96,2013-06-04,Nhil,10.7,13.4,0.0,nan,nan,NW,17.0,WNW,W,7.0,6.0,78.0,70.0,1028.1,1025.0,nan,nan,12.1,13.3,No,0.0,No
97,2013-06-05,Nhil,9.2,13.6,0.0,nan,nan,NNW,33.0,N,NNW,9.0,20.0,84.0,69.0,1022.9,1018.5,nan,nan,9.6,13.2,No,0.2,No
98,2013-06-06,Nhil,9.6,17.2,0.2,nan,nan,NW,41.0,N,NW,13.0,28.0,85.0,59.0,1016.9,1014.5,nan,nan,11.3,16.3,No,1.8,Yes
99,2013-06-07,Nhil,9.0,14.6,1.8,nan,nan,NNW,50.0,WSW,SW,17.0,22.0,81.0,56.0,1022.4,1024.8,nan,nan,9.9,13.4,Yes,0.0,No
100,2013-06-08,Nhil,1.6,13.5,0.0,nan,nan,WNW,26.0,nan,WNW,0.0,13.0,92.0,58.0,1031.1,1028.4,nan,nan,4.2,13.0,No,0.0,No
101,2013-06-09,Nhil,4.2,15.0,0.0,nan,nan,N,24.0,NNE,N,7.0,13.0,81.0,51.0,1026.6,1022.2,nan,nan,7.1,14.0,No,0.0,No
102,2013-06-10,Nhil,5.9,19.2,0.0,nan,nan,N,33.0,N,NNW,13.0,22.0,77.0,50.0,1018.8,1015.9,nan,nan,7.7,18.1,No,0.6,No
103,2013-06-11,Nhil,7.7,17.1,0.6,nan,nan,E,35.0,ENE,E,11.0,19.0,88.0,76.0,1017.1,1013.4,nan,nan,10.1,16.2,No,65.6,Yes
104,2013-06-12,Nhil,10.1,11.9,65.6,nan,nan,SE,54.0,SE,S,30.0,28.0,92.0,91.0,1010.3,1008.2,nan,nan,10.8,10.9,Yes,20.0,Yes
105,2013-06-13,Nhil,10.6,14.2,20.0,nan,nan,SSE,43.0,S,S,30.0,24.0,81.0,74.0,1010.7,1011.4,nan,nan,11.8,13.7,Yes,0.2,No
106,2013-06-14,Nhil,9.0,13.3,0.2,nan,nan,S,54.0,SSW,S,22.0,26.0,82.0,73.0,1016.6,1017.1,nan,nan,9.3,12.0,No,0.0,No
107,2013-06-15,Nhil,5.5,14.9,0.0,nan,nan,S,35.0,SSW,S,11.0,24.0,92.0,59.0,1022.7,1021.4,nan,nan,7.3,13.9,No,0.2,No
108,2013-06-16,Nhil,2.2,14.2,0.2,nan,nan,SSE,28.0,SSE,S,13.0,13.0,93.0,57.0,1023.1,1019.5,nan,nan,4.3,13.7,No,0.2,No
109,2013-06-17,Nhil,1.6,12.4,0.2,nan,nan,WSW,22.0,SE,SW,4.0,13.0,94.0,65.0,1017.8,1014.9,nan,nan,3.8,11.8,No,0.2,No
110,2013-06-18,Nhil,1.8,14.6,0.2,nan,nan,S,28.0,SSE,SSE,11.0,19.0,93.0,55.0,1019.8,1019.4,nan,nan,4.8,13.8,No,0.0,No
111,2013-06-19,Nhil,1.7,13.3,0.0,nan,nan,E,31.0,SE,ESE,19.0,19.0,87.0,52.0,1026.9,1025.1,nan,nan,7.1,12.8,No,0.0,No
112,2013-06-20,Nhil,3.3,12.8,0.0,nan,nan,E,24.0,E,NNE,15.0,9.0,87.0,67.0,1025.0,1021.2,nan,nan,4.5,12.6,No,0.2,No
113,2013-06-21,Nhil,4.3,13.4,0.2,nan,nan,ENE,39.0,NE,NNE,11.0,7.0,85.0,73.0,1017.8,1015.7,nan,nan,6.1,11.4,No,9.0,Yes
114,2013-06-22,Nhil,6.1,13.9,9.0,nan,nan,ENE,46.0,ENE,ENE,22.0,28.0,86.0,65.0,1021.3,1021.8,nan,nan,7.3,13.5,Yes,0.6,No
115,2013-06-23,Nhil,4.7,13.4,0.6,nan,nan,E,37.0,E,ENE,24.0,24.0,82.0,66.0,1028.3,1026.6,nan,nan,6.0,13.2,No,0.0,No
116,2013-06-24,Nhil,3.3,14.4,0.0,nan,nan,E,28.0,E,ESE,17.0,7.0,73.0,53.0,1028.3,1026.1,nan,nan,6.3,13.6,No,0.0,No
117,2013-06-25,Nhil,0.9,14.5,0.0,nan,nan,WSW,15.0,nan,WSW,0.0,9.0,93.0,54.0,1026.0,1023.6,nan,nan,3.0,14.1,No,0.2,No
118,2013-06-26,Nhil,1.0,15.3,0.2,nan,nan,ENE,17.0,ENE,N,9.0,6.0,93.0,54.0,1023.7,1021.6,nan,nan,4.8,14.8,No,0.0,No
119,2013-06-27,Nhil,2.4,17.0,0.0,nan,nan,N,13.0,nan,NW,0.0,6.0,91.0,50.0,1022.3,1020.3,nan,nan,5.0,16.1,No,0.0,No
120,2013-06-28,Nhil,2.3,16.9,0.0,nan,nan,W,15.0,E,W,6.0,7.0,91.0,54.0,1024.7,1023.4,nan,nan,3.8,16.8,No,0.4,No
121,2013-06-29,Nhil,3.5,15.1,0.4,nan,nan,SSW,35.0,S,SSW,4.0,22.0,93.0,58.0,1029.1,1027.9,nan,nan,4.7,14.5,No,0.0,No
122,2013-06-30,Nhil,4.7,16.6,0.0,nan,nan,WSW,33.0,W,W,13.0,20.0,94.0,67.0,1029.4,1026.7,nan,nan,9.5,15.9,No,3.0,Yes
123,2013-07-01,Nhil,9.5,16.7,3.0,nan,nan,W,46.0,NW,WNW,15.0,33.0,92.0,71.0,1025.9,1023.7,nan,nan,12.3,16.4,Yes,0.2,No
124,2013-07-02,Nhil,8.7,16.5,0.2,nan,nan,W,48.0,NW,W,19.0,35.0,92.0,53.0,1025.4,1022.9,nan,nan,9.6,15.9,No,0.0,No
125,2013-07-03,Nhil,6.1,16.5,0.0,nan,nan,NNW,41.0,NNW,NNW,17.0,31.0,87.0,42.0,1022.9,1017.6,nan,nan,7.3,16.0,No,0.2,No
126,2013-07-04,Nhil,7.2,16.4,0.2,nan,nan,NNW,67.0,NNW,NNW,26.0,39.0,67.0,50.0,1007.6,1002.7,nan,nan,9.5,15.6,No,2.6,Yes
127,2013-07-05,Nhil,4.8,12.3,2.6,nan,nan,W,72.0,NW,WNW,19.0,33.0,87.0,68.0,1012.1,1013.1,nan,nan,5.8,11.9,Yes,1.4,Yes
128,2013-07-06,Nhil,5.7,13.5,1.4,nan,nan,W,43.0,NNW,WNW,17.0,22.0,91.0,70.0,1019.1,1018.7,nan,nan,7.4,13.0,Yes,2.2,Yes
129,2013-07-07,Nhil,4.2,13.3,2.2,nan,nan,W,30.0,NW,W,11.0,17.0,92.0,66.0,1025.6,1025.5,nan,nan,6.2,13.0,Yes,0.0,No
130,2013-07-08,Nhil,1.6,14.0,0.0,nan,nan,W,26.0,NNW,W,6.0,15.0,93.0,56.0,1033.5,1033.3,nan,nan,3.7,13.0,No,0.2,No
131,2013-07-09,Nhil,0.7,11.7,0.2,nan,nan,E,20.0,E,NNE,15.0,11.0,92.0,69.0,1035.9,1032.7,nan,nan,4.4,11.3,No,0.2,No
132,2013-07-10,Nhil,1.1,12.7,0.2,nan,nan,NE,20.0,NE,NNE,15.0,9.0,94.0,56.0,1031.6,1029.8,nan,nan,2.0,12.0,No,0.0,No
133,2013-07-11,Nhil,2.0,13.4,0.0,nan,nan,NE,28.0,ENE,ENE,13.0,20.0,88.0,74.0,1031.9,1028.6,nan,nan,4.3,12.4,No,0.2,No
134,2013-07-12,Nhil,3.9,14.3,0.2,nan,nan,ENE,28.0,ENE,NE,20.0,17.0,93.0,77.0,1028.6,1025.9,nan,nan,5.3,14.0,No,8.0,Yes
135,2013-07-13,Nhil,5.3,13.4,8.0,nan,nan,NE,43.0,NE,NE,17.0,19.0,93.0,92.0,1022.7,1018.7,nan,nan,12.0,13.3,Yes,14.0,Yes
136,2013-07-14,Nhil,12.0,17.7,14.0,nan,nan,NW,35.0,NNE,N,17.0,15.0,89.0,72.0,1016.0,1013.6,nan,nan,12.9,17.1,Yes,1.0,No
137,2013-07-15,Nhil,7.8,15.2,1.0,nan,nan,NNW,19.0,NW,NNW,7.0,6.0,94.0,82.0,1020.6,1019.9,nan,nan,10.0,14.0,No,0.2,No
138,2013-07-16,Nhil,9.7,15.9,0.2,nan,nan,NW,20.0,NNE,N,6.0,9.0,93.0,71.0,1023.5,1020.3,nan,nan,11.3,14.9,No,0.0,No
139,2013-07-17,Nhil,10.2,14.7,0.0,nan,nan,NE,48.0,NNE,NE,13.0,17.0,93.0,86.0,1018.4,1014.2,nan,nan,10.6,13.1,No,6.2,Yes
140,2013-07-18,Nhil,10.5,17.5,6.2,nan,nan,NNW,61.0,NW,N,19.0,31.0,90.0,69.0,1008.7,1001.0,nan,nan,11.6,16.9,Yes,9.0,Yes
141,2013-07-19,Nhil,11.0,14.5,9.0,nan,nan,W,57.0,NW,WNW,30.0,28.0,83.0,87.0,1004.1,1004.8,nan,nan,11.9,11.7,Yes,6.6,Yes
142,2013-07-20,Nhil,3.5,9.0,6.6,nan,nan,W,50.0,WSW,W,20.0,33.0,90.0,73.0,1005.4,1007.0,nan,nan,4.6,8.7,Yes,2.2,Yes
143,2013-07-21,Nhil,3.4,12.3,2.2,nan,nan,NW,46.0,NNW,NW,19.0,28.0,94.0,51.0,1011.7,1010.6,nan,nan,4.5,12.1,Yes,0.8,No
144,2013-07-22,Nhil,3.4,10.3,0.8,nan,nan,N,28.0,N,SW,9.0,9.0,92.0,82.0,1014.7,1017.1,nan,nan,4.9,8.6,No,0.2,No
145,2013-07-23,Nhil,4.8,13.3,0.2,nan,nan,SSW,35.0,SSW,SSW,11.0,22.0,94.0,66.0,1028.4,1029.0,nan,nan,6.5,12.3,No,0.0,No
